frame_id,id,bbox_x,bbox_y,bbox_width,bbox_height,presence
45,2,297,301,115,350,1
45,30,124,323,87,249,1
45,50,836,264,170,403,1
46,2,299,301,114,351,1
46,30,122,323,87,248,1
46,50,838,266,170,404,1
47,2,300,302,113,351,1
47,30,121,322,87,249,1
47,50,839,268,171,400,1
47,61,481,344,50,214,1
48,2,300,302,112,351,1
48,30,120,322,87,248,1
48,50,843,271,170,401,1
48,61,480,344,50,214,1
49,30,120,322,87,248,1
49,50,844,272,170,400,1
49,68,780,402,46,152,1
50,30,120,320,86,251,1
50,50,843,271,171,401,1
50,68,778,401,46,154,1
50,70,310,300,96,357,1
50,72,602,358,53,187,1
51,30,119,320,87,252,1
51,50,842,270,170,402,1
51,70,311,297,96,357,1
51,72,602,358,53,185,1
52,30,119,320,86,254,1
52,50,841,269,170,397,1
52,70,312,297,96,357,1
52,3,393,302,102,350,1
53,30,119,321,87,251,1
53,50,841,267,169,396,1
53,70,312,298,96,355,1
53,3,394,301,101,352,1
54,30,119,321,86,252,1
54,50,840,264,168,400,1
54,70,312,296,97,355,1
54,3,394,300,101,353,1
54,80,528,384,38,155,1
54,81,809,278,69,368,1
54,82,769,403,56,155,1
55,30,119,322,86,250,1
55,50,840,264,166,402,1
55,70,312,295,96,355,1
55,3,395,301,100,352,1
55,80,528,384,38,155,1
55,81,814,281,69,366,1
55,82,768,403,56,155,1
56,30,119,323,86,249,1
56,70,310,294,97,356,1
56,3,396,301,99,353,1
56,83,854,265,138,403,1
57,30,118,324,87,247,1
57,83,854,267,138,399,1
57,2,298,294,111,354,1
57,80,528,382,38,156,1
58,30,117,324,86,246,1
58,83,855,268,138,400,1
58,2,299,294,111,353,1
58,80,528,382,38,155,1
58,90,406,303,98,348,1
58,82,768,399,56,157,1
59,30,116,324,86,246,1
59,83,856,269,138,396,1
59,2,296,294,114,356,1
59,90,407,302,98,350,1
59,82,767,399,56,156,1
60,30,114,324,86,246,1
60,83,858,271,138,396,1
60,2,297,295,114,355,1
